CEST	NCM_LIST	DESCRIPTION
"1703900"	"['21039011']"	"maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1704000"	"['2002']"	"tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg"
"1704100"	"['21032010']"	"molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg"
"1704200"	"['17049090', '19042000', '19049000']"	"barra de cereais"
"1704300"	"['18063120', '18063220', '18069000']"	"barra de cereais contendo cacau"
"1704400"	"['11010010']"	"farinha de trigo especial, em embalagem inferior ou igual a 1 kg"
"1704401"	"['11010010']"	"farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg"
"1704402"	"['11010010']"	"farinha de trigo especial, em embalagem igual a 5 kg"
"1704403"	"['11010010']"	"farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704404"	"['11010010']"	"farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704405"	"['11010010']"	"farinha de trigo comum, em embalagem igual a 5 kg"
"1704406"	"['11010010']"	"farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704407"	"['11010010']"	"farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704408"	"['11010010']"	"farinha de trigo doméstica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg"
"1704409"	"['11010010']"	"farinha de trigo doméstica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg"
"1704410"	"['11010010']"	"farinha de trigo especial, em embalagem superior a 50 kg"
"1704411"	"['11010010']"	"farinha de trigo comum, em embalagem inferior ou igual a 1 kg"
"1704412"	"['11010010']"	"farinha de trigo comum, em embalagem superior a 1 kg e inferior a 5 kg"
"1704413"	"['11010010']"	"farinha de trigo comum, em embalagem superior a 50 kg"
"1704414"	"['11010010']"	"farinha de trigo doméstica especial, em embalagem inferior ou igual a 1 kg"
"1704415"	"['11010010']"	"farinha de trigo doméstica especial, em embalagem superior a 1 kg e inferior a 5 kg"
"1704416"	"['11010010']"	"farinha de trigo doméstica especial, em embalagem igual a 5 kg"
"1704417"	"['11010010']"	"farinha de trigo doméstica especial, em embalagem superior a 10 kg"
"1704418"	"['11010010']"	"farinha de trigo doméstica com fermento, em embalagem inferior ou igual a 1 kg"
"1704419"	"['11010010']"	"farinha de trigo doméstica com fermento, em embalagem superior a 1 kg e inferior a 5 kg"
"1704420"	"['11010010']"	"farinha de trigo doméstica com fermento, em embalagem igual a 5 kg"
"1704421"	"['11010010']"	"farinha de trigo doméstica com fermento, em embalagem superior a 10 kg"
"1704422"	"['11010010']"	"outras farinhas de trigo, em embalagem inferior ou igual a 1 kg"
"1704423"	"['11010010']"	"outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 kg"
"1704424"	"['11010010']"	"outras farinhas de trigo, em embalagem igual a 5 kg"
"1704425"	"['11010010']"	"outras farinhas de trigo, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704426"	"['11010010']"	"outras farinhas de trigo, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704427"	"['11010010']"	"outras farinhas de trigo, em embalagem superior a 50 kg"
"1704500"	"['11010020']"	"farinha de mistura de trigo com centeio (méteil)"
"1704600"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem inferior a 5 kg"
"1704601"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem igual a 5 kg"
"1704602"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704603"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704603"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704604"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem superior a 50 kg"
"1704604"	"['19012000', '19019090']"	"misturas e preparações para bolos, em embalagem superior a 50 kg"
"1704605"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg"
"1704605"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg"
"1704606"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg"
"1704606"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg"
"1704607"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704607"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704608"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704608"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704609"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 kg"
"1704609"	"['19012000', '19019090']"	"misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 kg"
"1704610"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg"
"1704610"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg"
"1704611"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg"
"1704611"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg"
"1704612"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704612"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 kg"
"1704613"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704613"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 kg"
"1704614"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 kg"
"1704614"	"['19012000', '19019090']"	"misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 kg"
"1704615"	"['19012000', '19019090']"	"misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05, exceto os previstos nos cest 17.046.00 a 17.046.14 e 17.109.00"
"1704615"	"['19012000', '19019090']"	"misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05, exceto os previstos nos cest 17.046.00 a 17.046.14"
"1704616"	"['19012000', '19019090']"	"misturas e preparações com, no mínimo, 80% de farinha de trigo na sua composição final, exceto as descritas nos cest 17.046.10 a 17.046.15."
"1704700"	"['19023000']"	"massas alimentícias tipo instantânea"
"1704700"	"['19023000']"	"massas alimentícias tipo instantânea"
"1704701"	"['19023000']"	"massas alimentícias tipo instantânea, derivadas de farinha de trigo."
"1704800"	"['1902']"	"massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos cest 17.047.00, 17.048.01, e 17.048.02"
"1704801"	"['19024000']"	"cuscuz"
"1704802"	"['19022000']"	"massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)"
"1704900"	"['19021']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto as descritas nos cest 17.049.03 e 17.049.06"
"1704900"	"['19021']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, não derivadas do trigo"
"1704900"	"['19021']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.03"
"1704901"	"['19021']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto as descritas nos cest 17.049.04 e 17.049.07"
"1704901"	"['19021']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, não derivadas do trigo"
"1704901"	"['19021']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.04"
"1704902"	"['19021']"	"massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.05"
"1704902"	"['19021']"	"massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.05"
"1704903"	"['19021900']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas de farinha de trigo, exceto as descritas no cest17.049.08"
"1704903"	"['19021900']"	"outras massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas de farinha de trigo"
"1704903"	"['19021900']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos"
"1704904"	"['19021900']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas de farinha de trigo, exceto as descritas no cest 17.049.09"
"1704904"	"['19021900']"	"outras massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas do trigo"
"1704904"	"['19021900']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos"
"1704905"	"['19021900']"	"massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos"
"1704905"	"['19021900']"	"massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos"
"1704906"	"['19021']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.03, derivadas de farinha de trigo"
"1704906"	"['19021']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.03, derivadas de farinha de trigo"
"1704907"	"['19021']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.04, derivadas de farinha de trigo"
"1704907"	"['19021']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no cest 17.049.04, derivadas de farinha de trigo"
"1704908"	"['19021900']"	"massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas de farinha de trigo"
"1704909"	"['19021900']"	"massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas de farinha de trigo"
"1705000"	"['190520']"	"pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma"
"1705100"	"['19052090']"	"bolo de forma, inclusive de especiarias"
"1705200"	"['19052010']"	"panetones"
"1705300"	"['19053100']"	"biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos cream cracker, água e sal, maisena, maria e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"
"1705301"	"['19053100']"	"biscoitos e bolachas derivados de farinha de trigo dos tipos maisena e maria e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o cest 17.053.02"
"1705302"	"['19053100']"	"biscoitos e bolachas derivados de farinha de trigo dos tipos cream cracker e água e sal de consumo popular"
"1705400"	"['19053100']"	"biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos cream cracker, água e sal, maisena e maria e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"
"1705401"	"['19053100']"	"biscoitos e bolachas não derivados de farinha de trigo dos tipos maisena e maria e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o cest 17.054.02"
"1705402"	"['19053100']"	"biscoitos e bolachas não derivados de farinha de trigo dos tipos cream cracker e água e sal de consumo popular"
"1705600"	"['19059020']"	"biscoitos e bolachas derivados de farinha de trigo dos tipos cream cracker e água e sal"
"1705601"	"['19059020']"	"biscoitos e bolachas não derivados de farinha de trigo dos tipos cream cracker e água e sal"
"1705602"	"['19059020']"	"outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos cest 17.056.00 e 17.056.01"
"1705700"	"['19053200']"	"“waffles” e “wafers” - sem cobertura"
"1705800"	"['19053200']"	"“waffles” e “wafers” - com cobertura"
"1705900"	"['19054000']"	"torradas, pão torrado e produtos semelhantes torrados"
"1706000"	"['19059010']"	"outros pães de forma"
"1706200"	"['19059090']"	"outros pães, exceto o classificado no cest 17.062.03"
"1706201"	"['19059090']"	"outros bolos industrializados e produtos de panificação não especificados anteriormente, incluindo as pizzas; exceto os classificados nos cest 17.062.02 e 17.062.03"
"1706202"	"['19059020', '19059090']"	"casquinhas para sorvete"
"1706203"	"['19059090']"	"pão francês até 200g"
"1706300"	"['19051000']"	"pão denominado knackebrot"
"1706400"	"['190590']"	"demais pães industrializados"
"1706500"	"['15079011']"	"óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1706600"	"['1508']"	"óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1706700"	"['1509']"	"azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros"
"1706701"	"['1509']"	"azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros"
"1706702"	"['1509']"	"azeites de oliva, em recipientes com capacidade superior a 5 litros"
"1706800"	"['15100000']"	"outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1706900"	"['15121911']"	"óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1706901"	"['15122910']"	"óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1707000"	"['15141']"	"óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1707100"	"['15151900']"	"óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1707200"	"['15152910']"	"óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1707300"	"['15122990']"	"outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1707400"	"['15179010']"	"misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"1707500"	"['1511', '1513', '1514', '1515', '1516', '1518']"	"outros óleos vegetais comestíveis não especificados anteriormente"
"1707600"	"['16010000']"	"enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela"
"1707700"	"['16010000']"	"salsicha e lingüiça"
"1707701"	"['16010000']"	"salsicha em lata"
"1707800"	"['16010000']"	"mortadela"
"1707900"	"['1602']"	"outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos cest 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06"
"1707901"	"['16023100']"	"outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus."
"1707902"	"['16023210']"	"outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas"
"1707903"	"['16023220']"	"outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas"
"1707904"	"['16024100']"	"outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços"
"1707905"	"['16024900']"	"outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas"
"1707906"	"['16025000']"	"outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina"
"1707907"	"['16024900']"	"apresuntado"
"1708000"	"['1604']"	"preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto os descritos nos cest 17.080.01 e 17.081.00"
"1708001"	"['16042010']"	"outras preparações e conservas de atuns"
"1708100"	"['1604']"	"sardinha em conserva"
"1708200"	"['1605']"	"crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas"
"1708300"	"['02102000', '02109900', '1502']"	"carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação"
"1708300"	"['02102000', '02109900', '1502']"	"carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação"
"1708301"	"['02102000']"	"charque e jerkedbeef"
"1708400"	"['0201', '0202', '0204', '0206']"	"carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados"
"1708500"	"['0204']"	"carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas"
"1708600"	"['02109900', '15021019', '15029000']"	"carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos"
"1708700"	"['0207', '0209', '02109900', '1501']"	"carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no cest 17.087.02"
"1708701"	"['0203', '0206', '0209', '02101', '02109900', '1501']"	"carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos"
"1708702"	"['02071', '02072']"	"carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas"
"1708800"	"['0710']"	"produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg"
"1708801"	"['0710']"	"produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg"
"1708900"	"['0811']"	"frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg"
"1708901"	"['0811']"	"frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg"
"1709000"	"['2001']"	"produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg"
"1709001"	"['2001']"	"produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg"
"1709100"	"['2004']"	"outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg"
"1709101"	"['2004']"	"outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg"
"1709200"	"['2005']"	"outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg"
"1709201"	"['2005']"	"outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg"
"1709300"	"['20060000']"	"produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg"
"1709301"	"['20060000']"	"produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg"
"1709400"	"['2007']"	"doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo igual ou inferior a 10 gramas"
"1709401"	"['2007']"	"doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg"
"1709500"	"['2008']"	"frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg"
"1709501"	"['2008']"	"frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg"
"1709600"	"['0901']"	"café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos cest 17.096.04 e 17.096.05"
"1709601"	"['0901']"	"café torrado e moído, em embalagens de conteúdo superior a 2 kg"
"1709602"	"['0901']"	"café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg"
"1709603"	"['0901']"	"café torrado em grão, em embalagens de conteúdo superior a 2 kg"
"1709604"	"['0901']"	"café torrado e moído, em cápsulas, exceto os descritos no cest 17.096.05"
"1709605"	"['0901']"	"café descafeinado torrado e moído, em cápsulas"
"1709700"	"['0902', '12119090', '21069090']"	"chá, mesmo aromatizado"
"1709800"	"['090300']"	"mate"
"1709900"	"['17011', '17019900']"	"açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1709901"	"['17011', '17019900']"	"açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1709902"	"['17011', '17019900']"	"açúcar refinado, em embalagens de conteúdo superior a 5 kg"
"1710000"	"['17019100']"	"açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1710001"	"['17019100']"	"açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1710002"	"['17019100']"	"açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg"
"1710100"	"['17011', '17019900']"	"açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1710101"	"['17011', '17019900']"	"açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1710102"	"['17011', '17019900']"	"açúcar cristal, em embalagens de conteúdo superior a 5 kg"
"1710200"	"['17019100']"	"açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1710201"	"['17019100']"	"açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1710202"	"['170191']"	"açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg"
"1710300"	"['17011', '17019900']"	"outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1710301"	"['17011', '17019900']"	"outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1710302"	"['17011', '17019900']"	"outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg"
"1710400"	"['17019100']"	"outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1710401"	"['17019100']"	"outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1710402"	"['17019100']"	"outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg"
"1710500"	"['1702']"	"outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"1710501"	"['1702']"	"outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"1710502"	"['1702']"	"outros açúcares, em embalagens de conteúdo superior a 5 kg"
"1710600"	"['20081900']"	"milho para pipoca (micro-ondas)"
"1710700"	"['21011']"	"extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no cest 17.107.01"
"1710701"	"['21011']"	"extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas"
"1710800"	"['210120']"	"extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no cest 17.108.01"
"1710801"	"['210120']"	"extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas"
"1710900"	"['19019090', '21011190', '21011200']"	"preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g"
"1711000"	"['22021000']"	"refrescos e outras bebidas prontas para beber à base de chá e mate"
"1711100"	"['22021000']"	"refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos cest 03.007.00 e 17.110.00"
"1711200"	"['22029900']"	"néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos"
"1711200"	"['22029900']"	"néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos"
"1711300"	"['210120', '22029900']"	"bebidas prontas à base de mate ou chá"
"1711400"	"['22029900']"	"bebidas prontas à base de café"
