nome	ncm	pai
tábuas para cortar pão, outras tábuas para cortar e artigos semelhantes, de bambu	44.19.11.00	44.19.11
pauzinhos (hashi ou fachi), de bambu	44.19.12.00	44.19.12
outros artigos de madeira para mesa ou cozinha, de bambu	44.19.19.00	44.19.19
outros artigos de madeira para mesa ou cozinha	44.19.90.00	44.19.90
outras obras em bambu	44.21.91.00	44.21.91
outras obras em madeira	44.21.99.00	44.21.99
salmões-do-pacífico, etc, frescos, refrigerados, exceto filés, etc.	03.02.12.00	03.02.12
salmões-do-pacifico (oncorhynchus nerka, etc), fresco ou refrigerado	03.02.13.00	03.02.13
outros medicamentos (exceto os produtos das posições 30. 02, 30. 05 ou 30. 06)	30.04.49.90	30.04.49
outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na nota de subposições 2 do presente capítulo	30.04.60.00	30.04.60
superfosfatos, que contenham, em peso, 35 % ou mais de pentóxido de difósforo (p2o5)	31.03.11.00	31.03.11
outros superfosfatos	31.03.19.00	31.03.19
fotomáscaras sobre vidro plano, positivas, próprias para gravação em pastilhas de silício (chips) para fabricação de microestruturas eletrônicas	37.05.00.10	37.05.00
outras chapas e filmes, fotográficos, impressionados e revelados, exceto os filmes cinematográficos	37.05.00.90	37.05.00
ddt (iso) (clofenotano (dci)), acondicionado em embalagens com um conteúdo de peso líquido não superior a 300 gramas	38.08.52.00	38.08.52
fotocompositoras a laser para preparação de clichês	90.06.59.30	90.06.59
outras câmeras fotográficas, de foco fixo	90.06.59.40	90.06.59
outras câmeras fotográficas, de foco ajustável, para obtenção de negativos de 45 mm x 60 mm ou de dimensões superiores	90.06.59.51	90.06.59
outras câmeras fotográficas de foco ajustável	90.06.59.59	90.06.59
assentos de bambu	94.01.52.00	94.01.52
assentos de rotim	94.01.53.00	94.01.53
móveis de bambu	94.03.82.00	94.03.82
móveis de rotim	94.03.83.00	94.03.83
estufas, de madeira	94.06.10.10	94.06.10
outras contruções pré-fabricadas, de madeira	94.06.10.90	94.06.10
estufas, exceto de madeira	94.06.90.10	94.06.90
construções pré-fabricadas com estrutura de ferro ou aço e paredes exteriores constituídas principalmente dessas matérias	94.06.90.20	94.06.90
outras construções pré-fabricadas, exceto de madeira	94.06.90.90	94.06.90
monopés, bipés, tripés e artigos semelhantes	96.20.00.00	96.20.00
cavalos reprodutores de raça pura	01.01.10.10	01.01.10
animais da espécie asinina/muar, reprodutores, raça pura	01.01.10.90	01.01.10
cavalos reprodutores, de raça pura	01.01.11.00	01.01.11
outros cavalos, vivos	01.01.19.00	01.01.19
asininos e muares vivos	01.01.20.00	01.01.20
cavalos reprodutores de raça pura	01.01.21.00	01.01.21
cavalos, exceto reprodutores de raça pura	01.01.29.00	01.01.29
animais espécie asinina/muar, reprodutores de raça pura	01.01.30.00	01.01.30
outras partes de merluza antártica, congeladas	03.03.83.29	03.03.83
robalos (dicentrarchus spp. ), congelados	03.03.84.00	03.03.84
corvina (micropogonias furnieri), congelada	03.03.89.10	03.03.89
pescadas (cynoscion spp. ), congeladas	03.03.89.20	03.03.89
agulhões (istiophorus, tetrapturus, makaira), congelados	03.03.89.31	03.03.89
pargo (lutjanus purpureus), congelado	03.03.89.32	03.03.89
peixe-sapo (lophius gastrophysus), congelado	03.03.89.33	03.03.89
cherne-poveiro (polyprion americanus), congelado	03.03.89.41	03.03.89
garoupas (acanthistius spp. ), congeladas	03.03.89.42	03.03.89
tainhas (mujil spp. ), congeladas	03.03.89.43	03.03.89
esturjões (acipenser), congelados	03.03.89.44	03.03.89
peixes-rei (atherina spp. ), congelados	03.03.89.45	03.03.89
nototenias (patagonotothen spp. ), congeladas	03.03.89.46	03.03.89
curimatas (prochilodus spp. ), congelados	03.03.89.51	03.03.89
tilápias (tilapia spp. , sarotherodon spp. , danakilia spp. ; seus híbridos), congeladas, exceto filés, outras carnes, etc	03.03.89.52	03.03.89
surubins (congelados), exceto filés, outras carnes, etc	03.03.89.53	03.03.89
traíra (hoplias malabaricus e h. cf. lacerdae) (congeladas), exceto filés, outras carnes, etc	03.03.89.54	03.03.89
piaus (leporinus spp. ) congelados	03.03.89.55	03.03.89
pirarucu (congelado), exceto filés, outras carnes, etc	03.03.89.56	03.03.89
anchoita (engraulis anchoita), congeladas, exceto filés, outros carnes, etc	03.03.89.57	03.03.89
piramutaba (brachyplatystoma vaillantii), congelado, exceto  filés, outras carnes, etc	03.03.89.61	03.03.89
dourada (brachyplatystoma flavicans), congeladas, exceto filés, outras carnes, etc.	03.03.89.62	03.03.89
pacu (piaractus mesopotamicus), congelado, exceto filés, outras carnes, etc.	03.03.89.63	03.03.89
tambaqui (colossoma macropomum) congelado, exceto filés, outras carnes, etc	03.03.89.64	03.03.89
tambacu (hibrido de tambaqui e pacu), congelado, exceto filé, etc	03.03.89.65	03.03.89
outros peixes congelados, exceto filés, outras carnes, etc.	03.03.89.90	03.03.89
fígados, ovas e sêmen de peixes, congelados	03.03.90.00	03.03.90
filés e outras carnes de peixes, frescos ou refrigerados	03.04.10.00	03.04.10
filés de cherne-poveiro, frescos ou refrigerados	03.04.10.11	03.04.10
filés de garoupa, frescos ou refrigerados	03.04.10.12	03.04.10
filés de bagre, frescos ou refrigerados	03.04.10.13	03.04.10
filés de outros peixes, frescos ou refrigerados	03.04.10.19	03.04.10
outras carnes de peixes, frescas ou refrigeradas	03.04.10.90	03.04.10
espadartes (xiphias gladius) frescos/refrigerados	03.04.11.00	03.04.11
marlongas (dissostichus spp. ) frescos/refrigerados	03.04.12.00	03.04.12
filé de cherne-poveiro (polyprion americanus) frescos/refrigerados	03.04.19.11	03.04.19
filé de garoupa (acanthistius spp) fresco/refrigerado	03.04.19.12	03.04.19
filé de bagre (ictalurus puntactus) fresco/refrigerado	03.04.19.13	03.04.19
outras carnes de peixes de diversas famílias	03.04.95.00	03.04.95
outras carnes de peixes, frescos, refrigerados ou congelados	03.04.99.00	03.04.99
"farinhas, pós e ""pellets"" de peixes, para alimentação humana"	03.05.10.00	03.05.10
fígados, ovas e semen, de peixes, secos, defumados, etc.	03.05.20.00	03.05.20
filés de peixes, secos, salgados, em salmoura, não defumados	03.05.30.00	03.05.30
bacalhaus (gadus) morhua, gadus ogac, gadus macrocephalus	03.05.30.10	03.05.30
peixes-sapo congelados	03.03.79.34	03.03.79
chernes-poveiro congelados	03.03.79.41	03.03.79
garoupas congelados	03.03.79.42	03.03.79
tainhas congelados	03.03.79.43	03.03.79
esturjões congelados	03.03.79.44	03.03.79
peixes-rei congelados	03.03.79.45	03.03.79
merluzas rosadas congelados	03.03.79.46	03.03.79
nototênias congelados	03.03.79.47	03.03.79
bagres congelados	03.03.79.48	03.03.79
merluzas negras congelados	03.03.79.49	03.03.79
curimatas, peixes congelados, exceto filés, outras carnes, etc	03.03.79.51	03.03.79
tilápias, peixes congelados, exceto filés, outras carnes, etc	03.03.79.52	03.03.79
surubins, peixes congelados, exceto filés, outras carnes, etc	03.03.79.53	03.03.79
traíras, peixes congelados, exceto filés, outras carnes, etc	03.03.79.54	03.03.79
piaus, peixes congelados, exceto filés, outras carnes, etc	03.03.79.55	03.03.79
pirarucus, peixes congelados, exceto filés, outras carnes, etc	03.03.79.56	03.03.79
anchoitas, peixes congelados, exceto filés, outras carnes, etc	03.03.79.57	03.03.79
piramutabas, peixes congelados, exceto filés, outras carnes,	03.03.79.61	03.03.79
douradas, peixes congelados, exceto filés, outras carnes, etc.	03.03.79.62	03.03.79
pacus, peixes congelados, exceto filés, outras carnes, etc.	03.03.79.63	03.03.79
tambaquis, peixes congelados, exceto filés, outras carnes, etc	03.03.79.64	03.03.79
tambacus, peixes congelados, exceto filés, outras carnes, etc.	03.03.79.65	03.03.79
outros peixes congelados, exceto filés, outras carnes, etc.	03.03.79.90	03.03.79
fígados, ovas e sêmen, de peixes, congelados	03.03.80.00	03.03.80
tubarão-azul (prionace glauca) inteiro, congelado	03.03.81.11	03.03.81
tubarão-azul, eviscerado, sem cabeça e sem barbatana, congelado	03.03.81.12	03.03.81
tubarão-azul em pedaços, com pele, congelado	03.03.81.13	03.03.81
tuabarão-azul em pedaços, sem pele, congelado	03.03.81.14	03.03.81
outros tubarões-azuis, congelados	03.03.81.19	03.03.81
outros tubarões, congelados	03.03.81.90	03.03.81
raias (rajidae), congeladas	03.03.82.00	03.03.82
merluza negra, evisceradas, sem cabeça e sem cauda, congelada	03.03.83.11	03.03.83
cabeças de merluza negra, congeladas	03.03.83.12	03.03.83
outras partes de merluza negra, congeladas	03.03.83.19	03.03.83
merluza antártica, evisceradas, sem cabeça e sem cauda, congelada	03.03.83.21	03.03.83
cabeças de merluza antártica, congeladas	03.03.83.22	03.03.83
misturas de frutas secas ou de frutas de casca rija, do presente capítulo	08.13.50.00	08.13.50
cascas de frutos cítricos, de melões ou de melancias, frescas, secas, congeladas ou apresentadas em água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação	08.14.00.00	08.14.00
café não torrado, não descafeinado, em grão	09.01.11.10	09.01.11
café não torrado, não descafeinado, exceto em grão	09.01.11.90	09.01.11
café não torrado, descafeinado	09.01.12.00	09.01.12
café torrado, não descafeinado	09.01.21.00	09.01.21
café torrado, descafeinado	09.01.22.00	09.01.22
cascas, películas de café e sucedâneos do café	09.01.90.00	09.01.90
chá verde (não fermentado) em embalagens imediatas de conteúdo não superior a 3 kg	09.02.10.00	09.02.10
chá verde (não fermentado) apresentado de qualquer outra forma	09.02.20.00	09.02.20
chá preto (fermentado) e chá parcialmente fermentado, em embalagens imediatas de conteúdo não superior a 3 kg	09.02.30.00	09.02.30
chá preto (fermentado) e chá parcialmente fermentado, apresentados de qualquer outra forma	09.02.40.00	09.02.40
mate simplesmente cancheado	09.03.00.10	09.03.00
outros tipos de mate	09.03.00.90	09.03.00
pimenta (do gênero piper), não triturada nem em pó	09.04.11.00	09.04.11
pimenta (do gênero piper), triturada ou em pó	09.04.12.00	09.04.12
"pimentões e pimentas ""capsicum""/""pimenta"", secos, pó, etc."	09.04.20.00	09.04.20
pimentões e pimentas dos gêneros capsicum ou pimenta, secos, não triturados nem em pó	09.04.21.00	09.04.21
pimentões e pimentas dos gêneros capsicum ou pimenta, triturados ou em pó	09.04.22.00	09.04.22
baunilha	09.05.00.00	09.05.00
baunilha, não triturada nem em pó	09.05.10.00	09.05.10
baunilha, triturada ou em pó	09.05.20.00	09.05.20
canela e flores de caneleira, não trituradas nem em pó	09.06.10.00	09.06.10
canela (cinnamomum zeylanicum blume) e flores de caneleira, não trituradas nem em pó	09.06.11.00	09.06.11
outras canela e flores de caneleira, não trituradas nem em pó	09.06.19.00	09.06.19
canela e flores de caneleira, trituradas ou em pó	09.06.20.00	09.06.20
cravo-da-índia (frutos, flores e pedúnculos)	09.07.00.00	09.07.00
cravo-da-índia (frutos, flores e pedúnculos), não triturado nem em pó	09.07.10.00	09.07.10
cravo-da-índia (frutos, flores e pedúnculos), triturado ou em pó	09.07.20.00	09.07.20
noz-moscada	09.08.10.00	09.08.10
noz-moscada, não triturada nem em pó	09.08.11.00	09.08.11
noz-moscada, triturada ou em pó	09.08.12.00	09.08.12
macis	09.08.20.00	09.08.20
macis, não triturado nem em pó	09.08.21.00	09.08.21
macis, triturado ou em pó	09.08.22.00	09.08.22
amomos e cardamomos	09.08.30.00	09.08.30
amomos e cardamomos, não triturado nem em pó	09.08.31.00	09.08.31
amomos e cardamomos, triturados ou em pó	09.08.32.00	09.08.32
sementes de anis (anis verde)	09.09.10.10	09.09.10
sementes de badiana (anis estrelado)	09.09.10.20	09.09.10
sementes de coentro	09.09.20.00	09.09.20
sementes de coentro, não trituradas nem em pó	09.09.21.00	09.09.21
sementes de coentro, trituradas ou em pó	09.09.22.00	09.09.22
sementes de cominho	09.09.30.00	09.09.30
sementes de cominho, não trituradas nem em pó	09.09.31.00	09.09.31
arenques (clupea harengus, clupea pallasii), fresco ou refrigerado	03.02.41.00	03.02.41
anchoita (engraulis anchoita), frescas ou refrigeradas	03.02.42.10	03.02.42
outras anchovas, frescas ou refrigeradas	03.02.42.90	03.02.42
sardinhas (sardina pilchardus, etc), anchoveta, fresca ou refrigerada	03.02.43.00	03.02.43
cavalinhas, frescas ou refrigeradas	03.02.44.00	03.02.44
chicharros (trachurus spp. ), frescos ou refrigerados	03.02.45.00	03.02.45
bijupira (rachycentron canadum), fresco ou refrigerado	03.02.46.00	03.02.46
espadarte (xiphias gladius), frescos ou refrigerados	03.02.47.00	03.02.47
bacalhaus (gadus) frescos/refrigerados, exceto filés, etc.	03.02.50.00	03.02.50
bacalhau-do-atlântico, da-groelândia e do-pacífico, fresco ou refrigerado	03.02.51.00	03.02.51
haddock ou lubina (melanogrammus aeglefinus), fresco ou refrigerado	03.02.52.00	03.02.52
saithe (pollachius virens), frescos ou refrigerados	03.02.53.00	03.02.53
merluzas e abroteas (merluccius spp. , urophycis spp. ), fresco ou refrigerado	03.02.54.00	03.02.54
merluza-do-alasca (theragra chalcogramma), fresca ou refrigerada	03.02.55.00	03.02.55
verdinhos (micromesistius poutassou, micromesistius australis)	03.02.56.00	03.02.56
outros peixes das famílias bregmacerotidae, gadidae, etc.	03.02.59.00	03.02.59
sardinhas, sardinelas, etc, frescas, refrigeradas, exceto filés, etc.	03.02.61.00	03.02.61
haddocks frescos ou refrigerados, exceto filés, outras carnes, etc.	03.02.62.00	03.02.62
peixes-carvão frescos, refrigerado, exceto filés, outras carnes, etc.	03.02.63.00	03.02.63
cavalas, cavalinhas, etc, frescas, refrigeradas, exceto filés, etc.	03.02.64.00	03.02.64
esqualos frescos, refrigerado, exceto filés, outras carnes, etc.	03.02.65.00	03.02.65
enguias frescas, refrigeradas, exceto filés, outras carnes, etc.	03.02.66.00	03.02.66
espadartes frescos ou refrigerados	03.02.67.00	03.02.67
outros peixes frescos, refrigerados, exceto filés, outras carnes, etc.	03.02.68.00	03.02.68
marlongas-negras, peixes frescos/refrigerados, exceto filés, etc.	03.02.68.10	03.02.68
marlongas-do-antártico, peixes frescos/refrigerados, exceto filés,	03.02.68.20	03.02.68
filé de outros peixes frescos refrigerados	03.04.19.19	03.04.19
outras carnes de peixes frescos ou refrigerados	03.04.19.90	03.04.19
filés de merluzas, congelados	03.04.20.10	03.04.20
filés de pargo, congelados	03.04.20.20	03.04.20
filés de tilápia, congelados	03.04.20.30	03.04.20
filés de cherne-poveiro, congelados	03.04.20.40	03.04.20
filés de garoupa, congelados	03.04.20.50	03.04.20
filés de bagre, congelados	03.04.20.60	03.04.20
filés de merluza negra, congelados	03.04.20.70	03.04.20
filés de outros peixes, congelados	03.04.20.90	03.04.20
espadartes (xiphias gladius) congelados	03.04.21.00	03.04.21
marlongas-negras (dissostichus elegin. ) congeladas	03.04.22.10	03.04.22
outros filés de peixes, congelados	03.04.22.90	03.04.22
filé/merluza (merluccius spp. ) congelados	03.04.29.10	03.04.29
filé/pargo (lutjanus purpureus) congelados	03.04.29.20	03.04.29
filé/tilápia (oreochromis niloticus) congelado	03.04.29.30	03.04.29
filé/cherne-poveiro (polyprion americanus), congelados	03.04.29.40	03.04.29
filé/garoupa (acanthistius spp. ) congelados	03.04.29.50	03.04.29
filé/bagre (ictalurus puntactus) congelados	03.04.29.60	03.04.29
filé de tubarões-azuis, congelados	03.04.29.70	03.04.29
outros filés congelados de peixes	03.04.29.90	03.04.29
filés de tilápias (frescos, refrigerados ou conelados)	03.04.31.00	03.04.31
filés de bagre (ictalurus puntactus), frescos, refrigerados ou congelados	03.04.32.10	03.04.32
filés de outros bagres, frescos, refrigerados ou congelados	03.04.32.90	03.04.32
filé de perca-do-nilo, fresco, refrigerado ou congelado	03.04.33.00	03.04.33
files/outras carnes de outros peixes, frescos, refrigerados ou congelados	03.04.39.00	03.04.39
filés de salmões-do-pacífico e salmão-do-danúbio	03.04.41.00	03.04.41
filés de truta (almo trutta, oncorhynchus mykiss, etc)	03.04.42.00	03.04.42
filés de peixes chatos (pleuronectidae, soleidae, etc)	03.04.43.00	03.04.43
filés de peixes das famílias bregmacerotidae, etc	03.04.44.00	03.04.44
filés e outras carnes de espadarte (xyphias gladius)	03.04.45.00	03.04.45
filés de merluza negra e merluza antártica	03.04.46.00	03.04.46
filé de cherne-poveiro, fresco/refrigerado	03.04.49.10	03.04.49
filé de garoupa (acanthistius spp), fresco/refrigerado	03.04.49.20	03.04.49
filés de outros peixes, frescos ou refrigerados	03.04.49.90	03.04.49
filés de tilápia, bagre, carpa, enguias, fresco ou refrigerado	03.04.51.00	03.04.51
filé e outras carnes de salmonídeos, fresco ou refrigerado	03.04.52.00	03.04.52
filé de peixes de diversas famílias	03.04.53.00	03.04.53
filé de espadartes (xiphias gladius), fresco ou refrigerado	03.04.54.00	03.04.54
espadarte (xiphias galdius), congelado	03.03.57.00	03.03.57
bacalhaus (gadus) congelados, exceto filés, outras carnes, etc.	03.03.60.00	03.03.60
espadartes (xiphias gladius) congelados	03.03.61.00	03.03.61
marlongas-negras (dissosts. eleginoides) congeladas	03.03.62.10	03.03.62
marlongas-negras, peixes congelados eviscerados sem cabeça, sem cauda	03.03.62.11	03.03.62
cabeças de peixes marlongas-negras, congelados	03.03.62.12	03.03.62
outros peixes marlongas-negras, congelados	03.03.62.19	03.03.62
marlongas-do-antártico, peixes congelados eviscerados, sem cabeça	03.03.62.21	03.03.62
cabeças de peixes marlongas-do-antártico, congeladas	03.03.62.22	03.03.62
triisocianato de tiofosfato de fenila ou de trifenilmetano, em solução de cloreto de metileno ou de acetato de etila; preparações à base de tetraacetiletilenodiamina (taed), em grânulos	38.24.99.83	38.24.99
metilato de sódio em metanol	38.24.99.85	38.24.99
maneb; mancozeb; cloreto de benzalcônio	38.24.99.86	38.24.99
dispersão aquosa de microcápsulas de poliuretano ou de melamina-formaldeído contendo um precursor de corante em solventes orgânicos	38.24.99.87	38.24.99
misturas constituídas principalmente pelos compostos seguintes: alquilfosfonofluoridatos de o-alquila (de até c10, incluindo os cicloalquilas), n, n-dialquilfosforoamidocianidatos de o-alquila (de até c10, incluindo os cicloalquilas), hidrogênio alquilfosf	38.24.99.88	38.24.99
outros produtos e preparações à base de compostos orgânicos, não especificados nem compreendidos noutras posições	38.24.99.89	38.24.99
copolímeros de etileno e alfa-olefina, de densidade inferior a 0, 94	39.01.40.00	39.01.40
poli(tereftalato de etileno), de um índice de viscosidade de 78 ml/g ou mais	39.07.61.00	39.07.61
outros poli(tereftalato de etileno)	39.07.69.00	39.07.69
poli(isocianato de fenil metileno) (mdi bruto, mdi polimérico)	39.09.31.00	39.09.31
outras resinas amínicas	39.09.39.00	39.09.39
pneumáticos novos, de borracha, do tipo utilizado em veículos e máquinas agrícolas ou florestais, nas seguintes medidas: 4, 00-15; 4, 00-18; 4, 00-19; 5, 00-15; 5, 00-16; 5, 50-16; 6, 00-16; 6, 00-19; 6, 00-20; 6, 50-16; 6, 50-20; 7, 50-16; 7, 50-18; 7, 50-20	40.11.70.10	40.11.70
pneumáticos novos, de borracha, do tipo utilizado em veículos e máquinas agrícolas ou florestais, em outras medidas	40.11.70.90	40.11.70
pneumáticos novos, de borracha, radiais, para dumpers concebidos para serem utilizados fora de rodovias, com seção de largura igual ou superior a 940 mm (37), para aros de diâmetro igual ou superior a 1. 448 mm (57)	40.11.80.10	40.11.80
pneumáticos novos, de borracha, do tipo utilizado em veículos e máquinas para a construção civil, de mineração e de manutenção industrial, com seção de largura igual ou superior a 1. 143 mm (45), para aros de diâmetro igual ou superior a 1. 143 mm (45)	40.11.80.20	40.11.80
outros pneumáticos novos, de borracha, do tipo utilizado em veículos e máquinas para a construção civil, de mineração e de manutenção industrial	40.11.80.90	40.11.80
outros pneumáticos novos, de borracha, com seção de largura igual ou superior a 1. 143 mm (45), para aros de diâmetro igual ou superior a 1. 143 mm (45)	40.11.90.10	40.11.90
outros pneumáticos novos, de borracha	40.11.90.90	40.11.90
lenha em qualquer forma, de coníferas	44.01.11.00	44.01.11
lenha em qualquer forma, de não coníferas	44.01.12.00	44.01.12
serragem (serradura), desperdícios e resíduos, de madeira, não aglomerados	44.01.40.00	44.01.40
cocos secos, sem casca, mesmo ralados	08.01.11.10	08.01.11
outros cocos secos	08.01.11.90	08.01.11
cocos na casca interna (endocarpo)	08.01.12.00	08.01.12
cocos frescos	08.01.19.00	08.01.19
castanha-do-pará, fresca ou seca, com casca	08.01.21.00	08.01.21
castanha-do-pará, fresca ou seca, sem casca	08.01.22.00	08.01.22
castanha de caju, fresca ou seca, com casca	08.01.31.00	08.01.31
castanha de caju, fresca ou seca, sem casca	08.01.32.00	08.01.32
amêndoas frescas ou secas, com casca	08.02.11.00	08.02.11
amêndoas frescas ou secas, sem casca	08.02.12.00	08.02.12
avelãs (corylus spp) frescas ou secas, com casca	08.02.21.00	08.02.21
avelãs (corylus spp) frescas ou secas, sem casca	08.02.22.00	08.02.22
nozes frescas ou secas, com casca	08.02.31.00	08.02.31
nozes frescas ou secas, sem casca	08.02.32.00	08.02.32
castanhas (castanea spp) frescas ou secas	08.02.40.00	08.02.40
castanhas (castaneas spp. ) com casca, frescas ou secas	08.02.41.00	08.02.41
castanhas (castaneas spp. ), sem casca, frescas ou secas	08.02.42.00	08.02.42
pistácios frescos ou secos	08.02.50.00	08.02.50
pistácios, com casca, frescos ou secos	08.02.51.00	08.02.51
pistácios, sem casca, frescos ou secos	08.02.52.00	08.02.52
nozes de macadâmia mesmo sem casca, frescos/secos	08.02.60.00	08.02.60
nozes de macadâmia, com casca, frescas ou secas	08.02.61.00	08.02.61
nozes de macadâmia, sem casca, frescas ou secas	08.02.62.00	08.02.62
sementes de rícino, mesmo trituradas, para semeadura	12.07.99.11	12.07.99
outras sementes e frutos oleaginosos, mesmo triturados, para semeadura	12.07.99.19	12.07.99
outras sementes e frutos oleaginosos, mesmo triturados	12.07.99.90	12.07.99
outras nozes e amêndoas de palma, mesmo trituradas	12.07.99.91	12.07.99
outras sementes de rícino, mesmo trituradas	12.07.99.92	12.07.99
outras sementes e frutos oleaginosos, mesmo triturados	12.07.99.99	12.07.99
farinha de soja	12.08.10.00	12.08.10
farinhas de outras sementes, frutos oleaginosos, exceto de mostarda	12.08.90.00	12.08.90
sementes de beterraba sacarina, para semeadura	12.09.10.00	12.09.10
sementes de beterraba sacarina, para semeadura	12.09.11.00	12.09.11
sementes de outras beterrabas, para semeadura	12.09.19.00	12.09.19
sementes de alfafa (luzerna), para semeadura	12.09.21.00	12.09.21
sementes de trevo (trifolium spp), para semeadura	12.09.22.00	12.09.22
preparações e conservas, de medusas (águas-vivas)	16.05.63.00	16.05.63
preparações e conservas, de outros invertebrados aquáticos	16.05.69.00	16.05.69
preparações e conservas, de moluscos e outros invertebrados aquáticos	16.05.90.00	16.05.90
açúcar de cana, em bruto	17.01.11.00	17.01.11
açúcar de beterraba, em bruto	17.01.12.00	17.01.12
filé de merluza antártica (dissostichus mawsoni), congelado	03.04.85.20	03.04.85
filés de arenques (clupea harengus, clupea pallasii), congelados	03.04.86.00	03.04.86
filés de atuns e bonito-listrado, congelados	03.04.87.00	03.04.87
filé de pargo (lutjanus purpureus)	03.04.89.10	03.04.89
filé de cherne-poveiro (poluprion americanus), congelado	03.04.89.20	03.04.89
filé de garoupa (acanthistius spp. ), congelados	03.04.89.30	03.04.89
filé de tubarão-azul (prionace glauca), congelados	03.04.89.40	03.04.89
outros filés congelados, de peixes	03.04.89.90	03.04.89
outras carnes de peixes, congeladas	03.04.90.00	03.04.90
espadartes (xiphias gladius), frescos, refrigerados, congelados	03.04.91.00	03.04.91
marlongas (dissostichus spp. ), fresca/refrigerada/congelada	03.04.92.00	03.04.92
bochechas (cheeks) de merluza-negra (dissostichus eleginoides), frescos/refrigerado/congelado	03.04.92.11	03.04.92
colares de merluza negra (dissostichus eleginoides), frescos/refrigerado/congelado	03.04.92.12	03.04.92
outros peixes marlongas-negras, frescos/refrigerados/congelados	03.04.92.19	03.04.92
bochechas (cheeks) de merluza antártica (dissostichus mawsoni), frescos, refrigerados ou congelados	03.04.92.21	03.04.92
colares de peixes merluza antártica (dissostichus mawsoni), frescos/refrigerado/congelado	03.04.92.22	03.04.92
outras partes de peixes merluza antártica (dissostichus mawsoni) frescos/refrigerados/congelados	03.04.92.29	03.04.92
outras carnes de tilápias, bagres, carpas, enguias, congeladas	03.04.93.00	03.04.93
outras carnes de merluza-do-alasca, congeladas	03.04.94.00	03.04.94
outras folhagens, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo	06.04.90.00	06.04.90
folhagem, folhas, ramos de plantas, frescos, para buquês, etc.	06.04.91.00	06.04.91
folhagem, folhas, ramos de plantas, secos, etc, para buquês, etc.	06.04.99.00	06.04.99
batatas, frescas ou refrigeradas, para semeadura	07.01.10.00	07.01.10
batatas, frescas ou refrigeradas, exceto para semeadura	07.01.90.00	07.01.90
tomates, frescos ou refrigerados	07.02.00.00	07.02.00
cebolas, frescas ou refrigeradas, para semeadura	07.03.10.11	07.03.10
cebolas, frescas ou refrigeradas, exceto para semeadura	07.03.10.19	07.03.10
chalotas, frescas ou refrigeradas, para semeadura	07.03.10.21	07.03.10
chalotas, frescas ou refrigeradas, exceto para semeadura	07.03.10.29	07.03.10
alhos, frescos ou refrigerados, para semeadura	07.03.20.10	07.03.20
alhos, frescos ou refrigerados, exceto para semeadura	07.03.20.90	07.03.20
alhos-porros e outros produtos hortícolas aliáceos, frescos ou refrigerados, para semeadura	07.03.90.10	07.03.90
alhos-porros e outros produtos hortícolas aliáceos, frescos ou refrigerados, exceto para semeadura	07.03.90.90	07.03.90
couve-flor e brócolis, frescos ou refrigerados	07.04.10.00	07.04.10
couve-de-bruxelas, fresca ou refrigerada	07.04.20.00	07.04.20
couves, repolho, etc, do gênero brassica, frescos ou refrigerados	07.04.90.00	07.04.90
alfaces repolhudas, frescas ou refrigeradas	07.05.11.00	07.05.11
outras alfaces frescas ou refrigeradas	07.05.19.00	07.05.19
chicórias endívia (cichorium intybus var. foliosum), frescas ou refrigeradas	07.05.21.00	07.05.21
outras chicórias, frescas ou refrigeradas	07.05.29.00	07.05.29
cenouras e nabos, frescos ou refrigerados	07.06.10.00	07.06.10
beterrabas, rabanetes e outras raízes, frescas, refrigeradas	07.06.90.00	07.06.90
pepinos e pepininhos (cornichons), frescos ou refrigerados	07.07.00.00	07.07.00
ervilhas (pisum sativum), frescas ou refrigeradas	07.08.10.00	07.08.10
feijões (vigna, phaseolus spp) frescos ou refrigerados	07.08.20.00	07.08.20
outros legumes de vagem, frescos ou refrigerados	07.08.90.00	07.08.90
alcachofras frescas ou refrigeradas	07.09.10.00	07.09.10
aspargos frescos ou refrigerados	07.09.20.00	07.09.20
berinjelas frescas ou refrigeradas	07.09.30.00	07.09.30
aipo fresco ou refrigerado, exceto aipo-rabano	07.09.40.00	07.09.40
cogumelos frescos ou refrigerados	07.09.51.00	07.09.51
trufas frescas ou refrigeradas	07.09.52.00	07.09.52
outros cogumelos frescos ou refrigerados	07.09.59.00	07.09.59
pimentões e pimentas dos gêneros capsicum ou pimenta, frescos ou refrigerados	07.09.60.00	07.09.60
espinafres, espinafres-da-nova-zelândia e espinafres gigantes, frescos ou refrigerados	07.09.70.00	07.09.70
outros produtos hortícolas, frescos ou refrigerados	07.09.90.00	07.09.90
milho doce, para semeadura	07.09.90.11	07.09.90
milho doce, fresco ou refrigerad, exceto para semeadura	07.09.90.19	07.09.90
alcachofras, frescas ou refrigeradas	07.09.90.20	07.09.90
outros produtos hortícolas, frescos ou refrigerados	07.09.90.90	07.09.90
leite uht (ultra high temperature), com um teor, em peso, de matérias gordas, não superior a 1 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.10.10	04.01.10
